planeId;airport;flightType;passengers;delayMinutes;flightDuration;date
OS-510;Warsaw;Arrival;210;0;217;29.12.2025
AF-250;Warsaw;Departure;52;0;163;25.05.2026
AF-798;Vienna;Arrival;99;27;177;26.04.2026
LH-683;Munich;Arrival;45;0;129;25.06.2026
AF-256;Munich;Arrival;85;0;108;17.06.2026
LO-985;Vienna;Arrival;232;0;122;29.03.2026
OK-542;Frankfurt;Departure;93;30;224;15.09.2025
OS-317;Munich;Arrival;70;0;199;23.04.2026
BA-774;Amsterdam;Departure;238;5;226;27.06.2026
QS-664;Prague;Arrival;142;0;116;19.04.2026
KL-564;Vienna;Arrival;57;0;215;13.04.2026
AF-250;Warsaw;Arrival;70;0;86;17.02.2026
BA-418;Frankfurt;Arrival;149;22;140;03.05.2026
KL-564;Vienna;Arrival;184;0;188;21.02.2026
KL-612;Vienna;Departure;69;17;47;11.05.2026
OS-288;Vienna;Arrival;63;0;113;03.01.2026
AF-785;Amsterdam;Arrival;116;153;99;02.05.2026
LO-793;Warsaw;Departure;89;0;144;10.06.2026
OS-873;Prague;Arrival;72;21;82;09.09.2025
LO-793;Warsaw;Arrival;179;0;205;17.12.2025
AF-565;Vienna;Departure;92;18;60;06.09.2025
LH-334;Vienna;Departure;234;0;94;29.12.2025
BA-658;Frankfurt;Departure;150;12;236;01.11.2025
OK-503;Prague;Departure;200;71;106;15.03.2026
BA-774;Amsterdam;Arrival;145;18;61;07.02.2026
BA-380;Warsaw;Arrival;129;0;116;29.03.2026
AF-785;Amsterdam;Departure;113;151;175;26.06.2026
OK-977;Frankfurt;Arrival;155;0;222;29.03.2026
QS-151;Amsterdam;Arrival;99;13;118;28.02.2026
OS-869;Amsterdam;Departure;96;16;123;27.03.2026
LO-606;Vienna;Departure;106;0;153;25.09.2025
AF-469;Vienna;Arrival;240;14;93;17.10.2025
LO-444;Prague;Departure;87;23;178;16.03.2026
OK-458;Amsterdam;Arrival;87;25;131;15.06.2026
LO-561;Amsterdam;Departure;130;0;168;29.12.2025
OS-653;Prague;Departure;172;0;110;03.10.2025
BA-911;Amsterdam;Departure;175;31;62;07.03.2026
OK-745;Amsterdam;Departure;151;171;194;05.11.2025
OS-653;Prague;Departure;85;0;154;02.11.2025
KL-871;Munich;Arrival;156;0;125;16.02.2026
LH-256;Amsterdam;Departure;229;6;55;06.10.2025
AF-862;Amsterdam;Departure;67;28;220;11.01.2026
LH-978;Amsterdam;Arrival;37;0;204;07.10.2025
LH-891;Munich;Arrival;94;0;199;10.03.2026
OK-745;Amsterdam;Departure;95;0;186;26.02.2026
OK-346;Munich;Departure;87;0;49;12.09.2025
BA-336;Frankfurt;Departure;159;0;108;29.09.2025
QS-243;Frankfurt;Departure;191;0;89;06.10.2025
KL-242;Amsterdam;Arrival;96;18;193;18.12.2025
OK-466;Munich;Departure;89;0;65;24.04.2026
KL-139;Prague;Arrival;224;128;50;11.03.2026
LH-132;Amsterdam;Departure;146;21;132;08.05.2026
AF-250;Warsaw;Departure;148;16;81;16.11.2025
KL-819;Amsterdam;Departure;78;11;100;14.04.2026
AF-159;Munich;Arrival;218;0;104;01.05.2026
OK-389;Vienna;Arrival;210;93;210;28.10.2025
OK-606;Frankfurt;Arrival;134;16;142;22.04.2026
KL-710;Munich;Departure;143;0;110;10.03.2026
KL-265;Vienna;Departure;157;0;101;22.11.2025
AF-835;Amsterdam;Arrival;44;124;57;12.09.2025
QS-349;Munich;Arrival;58;22;57;15.05.2026
OK-665;Prague;Departure;150;0;81;06.10.2025
LH-334;Vienna;Arrival;93;0;87;01.03.2026
OK-883;Munich;Arrival;193;0;212;21.12.2025
AF-713;Warsaw;Arrival;108;0;153;01.10.2025
OK-674;Warsaw;Arrival;189;7;70;15.02.2026
AF-968;Vienna;Arrival;234;0;239;15.02.2026
KL-961;Frankfurt;Arrival;97;15;88;05.11.2025
LO-412;Vienna;Arrival;163;0;59;12.02.2026
QS-649;Munich;Departure;74;12;200;13.11.2025
OK-687;Warsaw;Departure;153;0;89;01.12.2025
LH-553;Munich;Arrival;198;6;62;18.09.2025
LH-125;Frankfurt;Departure;152;0;170;21.10.2025
QS-560;Prague;Departure;169;0;210;16.10.2025
QS-551;Amsterdam;Departure;227;0;149;08.05.2026
LO-710;Prague;Arrival;87;0;139;15.09.2025
OK-498;Munich;Departure;132;0;140;05.05.2026
OK-702;Amsterdam;Arrival;90;0;208;28.10.2025
LH-712;Warsaw;Arrival;201;17;107;28.02.2026
KL-431;Amsterdam;Departure;99;0;164;18.10.2025
BA-699;Frankfurt;Arrival;153;0;58;07.02.2026
LO-933;Prague;Arrival;110;0;134;09.04.2026
LO-441;Munich;Departure;54;16;176;11.01.2026
LO-195;Frankfurt;Departure;52;0;94;10.05.2026
OK-214;Frankfurt;Arrival;60;0;227;16.01.2026
KL-928;Amsterdam;Arrival;196;0;51;27.03.2026
OK-255;Prague;Departure;123;14;139;13.05.2026
OK-311;Munich;Arrival;147;18;240;20.06.2026
QS-205;Vienna;Arrival;74;127;129;27.10.2025
AF-837;Munich;Departure;71;0;95;09.04.2026
OK-865;Amsterdam;Departure;91;0;122;04.02.2026
AF-330;Warsaw;Departure;180;0;83;26.05.2026
LO-597;Vienna;Arrival;35;72;54;04.05.2026
QS-551;Amsterdam;Arrival;91;0;87;03.11.2025
LO-470;Amsterdam;Arrival;206;0;132;18.10.2025
OK-269;Vienna;Departure;101;22;234;20.06.2026
AF-478;Amsterdam;Arrival;205;27;195;13.03.2026
LO-720;Warsaw;Arrival;92;18;168;11.05.2026
LH-529;Amsterdam;Departure;220;44;196;07.03.2026
KL-242;Amsterdam;Arrival;177;0;101;02.10.2025
LH-837;Vienna;Arrival;60;21;137;13.04.2026
QS-458;Vienna;Departure;111;0;86;31.12.2025
OK-745;Amsterdam;Arrival;233;0;59;21.04.2026
KL-961;Frankfurt;Departure;156;116;139;02.03.2026
LO-904;Amsterdam;Departure;136;17;155;07.10.2025
LO-287;Warsaw;Arrival;121;0;128;22.01.2026
OS-317;Munich;Arrival;56;5;83;07.05.2026
LO-933;Prague;Arrival;238;25;83;01.09.2025
KL-667;Frankfurt;Arrival;43;0;138;27.12.2025
OK-518;Vienna;Departure;205;6;87;13.10.2025
OS-317;Munich;Arrival;184;0;55;15.12.2025
BA-394;Frankfurt;Arrival;237;0;145;02.11.2025
AF-862;Amsterdam;Departure;186;0;179;06.06.2026
BA-158;Munich;Arrival;51;0;111;12.05.2026
KL-167;Munich;Departure;190;0;117;28.03.2026
BA-418;Frankfurt;Arrival;212;0;160;11.05.2026
OS-344;Frankfurt;Departure;202;17;152;01.10.2025
LH-510;Amsterdam;Departure;205;0;106;09.02.2026
OS-204;Munich;Arrival;50;8;82;25.04.2026
LO-710;Prague;Arrival;220;0;130;14.11.2025
AF-294;Prague;Departure;146;0;209;25.11.2025
KL-869;Warsaw;Departure;216;0;166;17.10.2025
OS-880;Warsaw;Departure;84;0;57;06.03.2026
AF-782;Prague;Arrival;162;0;146;20.12.2025
KL-235;Munich;Departure;69;28;226;22.03.2026
LH-382;Frankfurt;Arrival;36;73;109;05.05.2026
OK-881;Prague;Departure;72;0;80;04.06.2026
QS-912;Amsterdam;Departure;86;18;54;20.11.2025
KL-145;Warsaw;Departure;239;15;45;09.05.2026
AF-107;Warsaw;Arrival;72;0;213;05.12.2025
KL-330;Prague;Departure;170;0;180;18.11.2025
QS-224;Munich;Arrival;146;28;55;01.06.2026
QS-262;Frankfurt;Departure;172;147;56;05.01.2026
AF-373;Amsterdam;Arrival;156;18;163;17.11.2025
BA-336;Frankfurt;Arrival;115;12;160;16.06.2026
KL-709;Prague;Arrival;93;23;110;02.01.2026
BA-923;Prague;Arrival;45;0;160;01.01.2026
LH-891;Munich;Arrival;54;13;182;09.11.2025
LH-763;Prague;Departure;39;0;232;21.11.2025
OS-288;Vienna;Departure;231;6;172;28.09.2025
AF-968;Vienna;Departure;234;0;105;20.10.2025
QS-179;Amsterdam;Departure;80;0;96;20.04.2026
BA-646;Prague;Departure;200;0;167;03.02.2026
AF-826;Warsaw;Departure;78;26;110;20.04.2026
LH-824;Vienna;Arrival;127;0;118;19.05.2026
BA-545;Amsterdam;Arrival;54;62;45;09.09.2025
BA-753;Prague;Departure;80;0;160;09.05.2026
KL-202;Warsaw;Departure;165;0;216;10.12.2025
QS-488;Amsterdam;Departure;236;0;90;18.02.2026
LO-950;Vienna;Departure;220;0;203;11.12.2025
KL-202;Warsaw;Arrival;51;0;132;26.06.2026
AF-968;Vienna;Arrival;157;120;52;10.04.2026
QS-216;Frankfurt;Departure;61;29;148;18.02.2026
QS-286;Vienna;Departure;233;27;62;05.12.2025
QS-984;Vienna;Departure;177;17;127;26.09.2025
OK-565;Munich;Arrival;44;0;45;05.01.2026
BA-418;Frankfurt;Departure;201;0;236;11.10.2025
QS-548;Amsterdam;Departure;56;0;69;24.05.2026
KL-202;Warsaw;Arrival;186;0;171;22.05.2026
KL-669;Amsterdam;Departure;65;6;208;21.03.2026
LH-567;Munich;Departure;110;0;72;18.03.2026
BA-418;Frankfurt;Arrival;213;0;142;06.10.2025
BA-370;Frankfurt;Departure;54;124;64;18.03.2026
AF-373;Amsterdam;Arrival;41;114;92;21.12.2025
KL-887;Prague;Arrival;127;0;112;11.10.2025
LO-441;Munich;Arrival;81;23;65;12.03.2026
KL-568;Amsterdam;Arrival;217;0;192;09.11.2025
OK-734;Amsterdam;Departure;60;41;124;24.10.2025
OK-924;Amsterdam;Departure;103;9;62;31.05.2026
AF-242;Warsaw;Arrival;157;0;137;28.01.2026
KL-902;Prague;Arrival;186;94;65;17.02.2026
OK-736;Warsaw;Arrival;196;20;100;17.09.2025
KL-345;Prague;Arrival;139;0;178;13.11.2025
LH-510;Amsterdam;Arrival;161;0;60;06.06.2026
LH-692;Munich;Departure;84;14;133;01.06.2026
LH-491;Vienna;Departure;103;0;76;03.10.2025
AF-959;Prague;Departure;35;134;196;06.03.2026
QS-824;Warsaw;Arrival;182;0;209;21.06.2026
LH-553;Munich;Arrival;217;0;108;03.12.2025
OS-463;Munich;Departure;69;101;73;16.06.2026
AF-385;Frankfurt;Arrival;213;0;72;25.04.2026
BA-564;Vienna;Arrival;220;8;139;16.04.2026
OS-696;Amsterdam;Departure;148;25;82;01.04.2026
KL-508;Warsaw;Arrival;160;0;115;06.03.2026
KL-350;Munich;Departure;153;0;60;07.11.2025
LH-791;Amsterdam;Arrival;140;0;118;13.03.2026
LH-878;Amsterdam;Departure;231;0;240;31.05.2026
LO-101;Warsaw;Departure;112;19;96;06.10.2025
QS-172;Warsaw;Departure;134;0;167;04.02.2026
OK-674;Warsaw;Arrival;200;0;101;10.11.2025
OK-147;Munich;Arrival;63;0;139;26.06.2026
AF-680;Prague;Departure;203;0;124;03.09.2025
KL-181;Prague;Arrival;96;95;107;25.11.2025
AF-826;Warsaw;Arrival;195;0;180;06.01.2026
AF-478;Amsterdam;Departure;180;0;168;28.01.2026
LO-600;Munich;Departure;219;13;223;15.11.2025
AF-702;Prague;Departure;206;24;189;25.01.2026
BA-540;Amsterdam;Departure;194;0;107;28.03.2026
OK-194;Frankfurt;Departure;229;0;130;21.04.2026
LH-382;Frankfurt;Arrival;211;0;189;30.09.2025
LH-491;Vienna;Arrival;87;0;181;10.09.2025
QS-505;Prague;Departure;218;0;233;05.04.2026
KL-167;Munich;Arrival;100;0;195;13.03.2026
OK-872;Prague;Departure;88;0;105;12.09.2025
LO-720;Warsaw;Departure;237;28;206;01.10.2025
KL-926;Warsaw;Departure;211;0;87;29.11.2025
AF-187;Warsaw;Arrival;160;11;150;13.09.2025
OS-963;Vienna;Arrival;182;0;154;29.12.2025
OK-194;Frankfurt;Departure;177;5;234;10.06.2026
BA-336;Frankfurt;Arrival;205;0;89;30.09.2025
QS-761;Warsaw;Arrival;222;0;98;17.03.2026
OS-738;Prague;Arrival;204;0;203;31.01.2026
KL-669;Amsterdam;Arrival;128;29;121;26.10.2025
KL-961;Frankfurt;Arrival;75;0;46;09.01.2026
QS-151;Amsterdam;Arrival;210;18;72;10.02.2026
QS-319;Prague;Arrival;74;0;156;12.02.2026
QS-392;Munich;Departure;150;0;197;26.05.2026
QS-348;Vienna;Departure;143;0;158;08.03.2026
OS-784;Vienna;Arrival;222;5;95;07.04.2026
BA-380;Warsaw;Departure;58;60;222;14.01.2026
OK-789;Warsaw;Arrival;178;0;211;04.02.2026
KL-949;Amsterdam;Arrival;172;63;106;05.11.2025
KL-816;Frankfurt;Arrival;96;0;66;18.05.2026
OK-924;Amsterdam;Departure;101;0;79;06.09.2025
AF-508;Warsaw;Departure;87;0;101;12.09.2025
LO-606;Vienna;Arrival;194;0;153;09.11.2025
AF-267;Vienna;Departure;152;0;115;14.10.2025
LO-448;Warsaw;Arrival;230;0;51;28.11.2025
KL-928;Amsterdam;Arrival;56;0;238;21.11.2025
OK-311;Munich;Arrival;56;20;70;18.05.2026
AF-959;Prague;Departure;49;28;199;08.02.2026
KL-617;Munich;Departure;132;30;174;06.12.2025
AF-513;Frankfurt;Departure;75;0;82;13.11.2025
QS-783;Vienna;Departure;108;0;64;15.03.2026
OS-195;Warsaw;Arrival;115;0;55;30.04.2026
OK-877;Amsterdam;Arrival;188;0;214;04.03.2026
OS-696;Amsterdam;Departure;197;0;137;06.10.2025
BA-923;Prague;Arrival;138;0;76;08.02.2026
OK-255;Prague;Departure;165;0;127;13.01.2026
KL-265;Vienna;Departure;78;17;231;11.01.2026
AF-565;Vienna;Departure;48;0;106;07.06.2026
QS-741;Frankfurt;Departure;193;0;49;09.12.2025
OK-867;Frankfurt;Arrival;67;0;113;28.12.2025
LH-256;Amsterdam;Departure;99;8;187;04.12.2025
AF-242;Warsaw;Departure;195;25;90;02.05.2026
LH-390;Frankfurt;Arrival;167;0;228;07.11.2025
AF-959;Prague;Arrival;137;0;84;19.09.2025
KL-730;Warsaw;Departure;193;28;88;15.06.2026
OK-419;Prague;Departure;139;0;50;18.04.2026
AF-223;Amsterdam;Arrival;129;21;155;21.03.2026
OK-389;Vienna;Departure;56;0;55;08.10.2025
KL-525;Munich;Departure;75;0;237;16.03.2026
OK-542;Frankfurt;Arrival;82;0;103;18.10.2025
BA-370;Frankfurt;Arrival;110;0;231;22.01.2026
LO-434;Prague;Departure;113;0;116;05.11.2025
BA-823;Munich;Arrival;232;0;72;23.05.2026
QS-576;Amsterdam;Arrival;105;0;79;28.06.2026
AF-891;Frankfurt;Departure;44;0;208;16.03.2026
AF-294;Prague;Arrival;90;0;240;25.09.2025
QS-805;Amsterdam;Departure;185;0;226;26.02.2026
AF-894;Prague;Arrival;61;0;227;15.05.2026
KL-619;Warsaw;Arrival;174;0;95;24.01.2026
LO-358;Vienna;Arrival;161;0;148;29.09.2025
LH-467;Vienna;Departure;43;7;237;04.11.2025
BA-774;Amsterdam;Departure;134;0;173;09.12.2025
KL-869;Warsaw;Arrival;37;84;51;04.09.2025
LO-498;Frankfurt;Arrival;120;8;185;02.06.2026
OK-868;Warsaw;Arrival;97;15;165;03.11.2025
KL-902;Prague;Departure;187;0;230;27.12.2025
KL-350;Munich;Arrival;135;0;133;15.01.2026
LH-723;Amsterdam;Departure;189;0;76;21.11.2025
BA-380;Warsaw;Departure;62;0;102;16.05.2026
LO-793;Warsaw;Departure;41;29;149;10.02.2026
BA-610;Prague;Arrival;190;9;63;12.03.2026
OK-783;Vienna;Departure;142;0;110;29.11.2025
AF-413;Prague;Departure;68;0;149;06.09.2025
QS-805;Amsterdam;Departure;196;0;131;12.04.2026
OS-385;Prague;Departure;237;21;222;02.02.2026
AF-508;Warsaw;Arrival;45;45;178;17.10.2025
AF-782;Prague;Departure;190;0;240;09.02.2026
OS-112;Prague;Departure;53;0;235;14.02.2026
AF-469;Vienna;Arrival;100;122;58;05.11.2025
QS-560;Prague;Arrival;146;20;205;25.10.2025
AF-856;Warsaw;Arrival;194;0;179;08.10.2025
OS-535;Prague;Arrival;64;0;186;16.05.2026
OS-546;Amsterdam;Arrival;122;0;167;26.12.2025
QS-560;Prague;Arrival;139;0;104;18.11.2025
KL-710;Munich;Arrival;48;0;139;27.06.2026
AF-833;Amsterdam;Arrival;164;0;189;17.01.2026
AF-221;Prague;Departure;108;5;227;03.10.2025
QS-525;Frankfurt;Arrival;138;27;191;20.11.2025
KL-940;Prague;Departure;234;22;209;16.11.2025
AF-413;Prague;Departure;57;106;82;04.04.2026
LO-517;Prague;Departure;198;94;82;27.01.2026
LH-683;Munich;Arrival;232;0;124;19.02.2026
AF-713;Warsaw;Arrival;83;0;102;06.02.2026
KL-814;Amsterdam;Departure;138;6;149;03.09.2025
QS-741;Frankfurt;Departure;74;0;75;17.04.2026
LO-566;Prague;Arrival;199;0;236;24.05.2026
BA-610;Prague;Arrival;168;15;216;26.12.2025
OK-441;Vienna;Arrival;168;0;188;17.12.2025
AF-740;Prague;Departure;35;135;214;06.02.2026
LH-422;Amsterdam;Departure;122;0;82;02.04.2026
QS-727;Warsaw;Arrival;146;7;185;07.04.2026
BA-378;Frankfurt;Departure;196;0;100;04.05.2026
LO-561;Amsterdam;Departure;60;26;82;13.12.2025
LO-324;Vienna;Departure;181;0;237;19.02.2026
KL-814;Amsterdam;Departure;137;0;106;21.03.2026
OK-269;Vienna;Departure;195;38;87;27.02.2026
LH-125;Frankfurt;Arrival;205;142;198;10.04.2026
KL-181;Prague;Arrival;64;29;144;20.01.2026
AF-267;Vienna;Arrival;191;0;51;17.01.2026
OK-954;Frankfurt;Arrival;191;7;120;10.09.2025
KL-816;Frankfurt;Departure;48;0;90;06.11.2025
LH-446;Vienna;Departure;199;0;81;05.04.2026
LO-294;Vienna;Departure;104;0;171;03.06.2026
QS-614;Frankfurt;Departure;76;0;159;02.12.2025
OS-901;Vienna;Departure;206;0;80;23.05.2026
OK-255;Prague;Arrival;225;152;143;21.09.2025
KL-443;Prague;Arrival;231;5;146;26.11.2025
AF-968;Vienna;Departure;52;81;96;23.01.2026
AF-961;Amsterdam;Arrival;115;0;88;13.04.2026
AF-862;Amsterdam;Departure;174;149;47;12.02.2026
LH-915;Warsaw;Arrival;55;5;142;19.04.2026
LH-354;Warsaw;Departure;68;0;184;30.03.2026
OK-954;Frankfurt;Arrival;83;0;64;09.11.2025
AF-692;Vienna;Departure;102;28;88;12.10.2025
QS-649;Munich;Arrival;136;0;56;13.09.2025
LH-891;Munich;Departure;107;91;160;06.03.2026
QS-398;Prague;Arrival;136;0;72;25.12.2025
LH-837;Vienna;Departure;205;0;92;11.02.2026
AF-765;Warsaw;Arrival;160;168;91;19.02.2026
BA-488;Warsaw;Departure;78;15;233;10.12.2025
AF-837;Munich;Departure;94;12;183;30.01.2026
BA-173;Vienna;Arrival;174;15;149;28.02.2026
LO-810;Frankfurt;Departure;224;0;224;12.06.2026
OS-385;Prague;Departure;209;61;161;16.01.2026
OS-901;Vienna;Departure;95;163;82;02.09.2025
BA-752;Amsterdam;Arrival;131;0;66;22.09.2025
QS-662;Warsaw;Arrival;196;0;217;11.04.2026
LH-915;Warsaw;Departure;38;22;159;27.11.2025
KL-902;Prague;Departure;180;0;63;14.02.2026
AF-786;Amsterdam;Arrival;118;19;238;11.01.2026
QS-741;Frankfurt;Departure;95;0;200;20.05.2026
KL-126;Prague;Arrival;75;0;54;12.12.2025
AF-881;Frankfurt;Arrival;204;18;229;27.06.2026
LH-151;Vienna;Departure;200;0;200;06.06.2026
LH-566;Vienna;Arrival;200;0;133;20.05.2026
AF-250;Warsaw;Departure;227;143;68;15.02.2026
OS-919;Warsaw;Departure;149;0;95;18.06.2026
AF-830;Frankfurt;Arrival;192;0;142;18.11.2025
KL-181;Prague;Departure;161;20;143;09.06.2026
BA-823;Munich;Departure;164;0;84;17.09.2025
LH-175;Warsaw;Arrival;161;40;209;24.06.2026
OK-868;Warsaw;Arrival;137;26;205;18.10.2025
LH-665;Prague;Departure;42;16;238;19.10.2025
OK-629;Vienna;Departure;210;0;54;01.02.2026
OS-999;Frankfurt;Departure;173;0;236;06.04.2026
LO-813;Amsterdam;Departure;81;131;162;20.02.2026
OS-214;Vienna;Departure;191;0;208;04.02.2026
LO-777;Prague;Departure;237;0;101;25.09.2025
LO-950;Vienna;Arrival;122;0;111;24.06.2026
QS-740;Vienna;Departure;82;0;131;29.12.2025
OK-411;Amsterdam;Arrival;122;0;192;31.05.2026
LH-199;Amsterdam;Arrival;122;0;220;27.02.2026
LO-378;Frankfurt;Arrival;178;16;138;15.06.2026
OS-576;Munich;Departure;133;174;128;24.03.2026
AF-223;Amsterdam;Departure;232;13;102;20.03.2026
OS-445;Prague;Arrival;207;178;64;15.09.2025
OS-737;Amsterdam;Departure;188;0;57;27.03.2026
OS-655;Munich;Arrival;103;7;138;20.03.2026
OS-963;Vienna;Departure;110;0;128;26.09.2025
KL-242;Amsterdam;Arrival;221;0;203;14.12.2025
QS-458;Vienna;Departure;221;21;69;20.04.2026
OS-546;Amsterdam;Departure;46;0;203;08.02.2026
KL-730;Warsaw;Arrival;107;53;54;23.09.2025
AF-472;Prague;Departure;192;0;76;07.11.2025
BA-296;Munich;Arrival;189;9;238;11.03.2026
KL-145;Warsaw;Arrival;95;21;187;15.10.2025
OK-283;Warsaw;Arrival;70;173;154;25.03.2026
LH-712;Warsaw;Departure;237;22;158;12.02.2026
KL-887;Prague;Departure;215;0;131;24.12.2025
OK-419;Prague;Departure;173;28;195;04.04.2026
QS-175;Warsaw;Departure;236;24;118;02.02.2026
AF-785;Amsterdam;Arrival;56;18;130;02.01.2026
BA-699;Frankfurt;Arrival;45;0;123;28.02.2026
LO-498;Frankfurt;Arrival;53;64;209;23.12.2025
OK-518;Vienna;Arrival;239;0;126;02.01.2026
KL-235;Munich;Departure;158;0;97;25.10.2025
KL-884;Amsterdam;Arrival;209;0;122;14.05.2026
OK-868;Warsaw;Departure;133;27;170;26.06.2026
AF-961;Amsterdam;Arrival;143;0;208;02.12.2025
AF-567;Warsaw;Departure;199;0;236;04.04.2026
BA-372;Munich;Arrival;129;0;62;14.02.2026
QS-349;Munich;Arrival;223;0;61;05.06.2026
BA-564;Vienna;Arrival;195;0;68;03.01.2026
QS-456;Munich;Arrival;168;0;112;22.02.2026
QS-317;Munich;Departure;123;0;87;22.10.2025
LO-606;Vienna;Arrival;205;0;91;01.11.2025
LH-837;Vienna;Departure;101;16;188;01.11.2025
LH-798;Prague;Departure;74;39;128;24.01.2026
AF-586;Warsaw;Departure;132;172;106;21.10.2025
KL-949;Amsterdam;Arrival;218;0;75;23.09.2025
KL-181;Prague;Departure;210;0;158;03.12.2025
QS-926;Munich;Arrival;42;0;89;26.05.2026
QS-523;Frankfurt;Arrival;224;0;88;03.12.2025
AF-508;Warsaw;Departure;203;50;208;22.05.2026
QS-560;Prague;Arrival;95;114;212;04.03.2026
OK-358;Vienna;Arrival;116;14;113;06.05.2026
KL-669;Amsterdam;Departure;223;20;101;11.04.2026
LH-791;Amsterdam;Arrival;40;13;109;08.05.2026
BA-960;Prague;Arrival;81;180;157;27.05.2026
QS-935;Munich;Departure;52;0;129;02.06.2026
KL-782;Prague;Departure;219;0;170;14.12.2025
AF-478;Amsterdam;Arrival;183;163;107;08.01.2026
QS-404;Amsterdam;Arrival;69;17;231;20.12.2025
KL-949;Amsterdam;Arrival;79;0;56;22.05.2026
OS-576;Munich;Departure;167;0;190;25.06.2026
AF-385;Frankfurt;Departure;205;0;92;17.05.2026
LO-735;Prague;Arrival;239;29;55;13.03.2026
OS-367;Amsterdam;Arrival;134;23;191;28.04.2026
KL-564;Vienna;Departure;76;177;68;08.02.2026
OK-872;Prague;Arrival;234;120;214;19.03.2026
OK-702;Amsterdam;Departure;105;28;175;06.06.2026
LH-260;Munich;Arrival;36;20;66;01.06.2026
LH-390;Frankfurt;Arrival;190;68;146;08.02.2026
AF-837;Munich;Arrival;64;0;75;28.12.2025
LO-945;Warsaw;Departure;139;0;214;30.01.2026
OS-784;Vienna;Arrival;64;0;148;16.02.2026
OS-718;Prague;Arrival;193;19;79;24.11.2025
LO-808;Warsaw;Departure;98;0;204;28.09.2025
OS-204;Munich;Departure;181;0;142;18.05.2026
OK-195;Vienna;Arrival;151;26;122;14.09.2025
BA-619;Warsaw;Departure;80;0;117;23.05.2026
LO-777;Prague;Departure;195;0;131;13.11.2025
BA-418;Frankfurt;Departure;69;0;118;05.01.2026
AF-535;Amsterdam;Arrival;214;16;229;17.01.2026
LO-561;Amsterdam;Arrival;89;23;197;27.06.2026
QS-525;Frankfurt;Departure;39;12;161;12.03.2026
OS-548;Amsterdam;Departure;126;0;183;20.03.2026
AF-856;Warsaw;Arrival;89;13;64;09.12.2025
AF-256;Munich;Arrival;71;44;153;07.06.2026
OK-713;Amsterdam;Departure;94;13;60;08.06.2026
AF-891;Frankfurt;Departure;219;7;155;01.06.2026
QS-703;Warsaw;Departure;93;0;117;28.01.2026
LH-209;Frankfurt;Departure;101;71;220;01.09.2025
LH-199;Amsterdam;Departure;43;0;76;03.04.2026
OK-773;Prague;Departure;162;29;208;19.04.2026
BA-437;Amsterdam;Departure;194;0;158;31.03.2026
LH-807;Prague;Departure;143;12;109;28.01.2026
KL-887;Prague;Departure;153;0;73;16.01.2026
AF-469;Vienna;Arrival;239;8;54;16.04.2026
AF-960;Prague;Arrival;60;0;115;12.09.2025
OS-576;Munich;Arrival;143;0;184;25.01.2026
QS-404;Amsterdam;Departure;149;0;196;28.01.2026
OS-990;Prague;Departure;215;0;66;11.01.2026
BA-906;Amsterdam;Departure;61;0;163;13.10.2025
BA-646;Prague;Arrival;108;0;180;02.11.2025
LH-529;Amsterdam;Arrival;240;0;74;04.09.2025
OK-674;Warsaw;Departure;81;0;180;28.10.2025
AF-508;Warsaw;Departure;187;0;52;24.05.2026
AF-242;Warsaw;Departure;85;82;200;23.04.2026
BA-394;Frankfurt;Departure;146;142;83;30.05.2026
KL-181;Prague;Arrival;70;20;49;10.03.2026
OS-901;Vienna;Departure;143;0;129;04.09.2025
KL-357;Munich;Arrival;238;0;159;20.06.2026
KL-782;Prague;Arrival;99;0;236;14.11.2025
OS-919;Warsaw;Arrival;218;27;226;05.10.2025
LO-810;Frankfurt;Arrival;115;0;226;14.02.2026
OS-718;Prague;Departure;191;6;195;03.06.2026
AF-370;Munich;Departure;136;21;171;22.11.2025
AF-987;Warsaw;Arrival;153;26;75;19.10.2025
AF-379;Frankfurt;Departure;61;0;142;20.09.2025
QS-348;Vienna;Departure;108;155;167;05.03.2026
LO-845;Frankfurt;Arrival;230;0;91;26.06.2026
QS-453;Munich;Departure;184;8;201;04.01.2026
KL-564;Vienna;Departure;77;66;51;14.01.2026
LO-744;Prague;Departure;173;8;67;10.02.2026
OS-271;Warsaw;Arrival;196;25;111;20.05.2026
KL-621;Amsterdam;Arrival;95;0;224;13.11.2025
LH-566;Vienna;Departure;72;52;158;03.12.2025
KL-819;Amsterdam;Departure;204;0;63;28.12.2025
BA-522;Prague;Departure;112;0;86;28.10.2025
KL-525;Munich;Departure;168;0;104;23.04.2026
LO-566;Prague;Departure;147;169;89;07.01.2026
LO-160;Amsterdam;Arrival;142;0;166;16.12.2025
LH-657;Prague;Arrival;83;0;66;14.04.2026
OK-334;Amsterdam;Arrival;75;0;172;15.11.2025
QS-258;Amsterdam;Arrival;188;22;174;11.04.2026
LO-517;Prague;Departure;205;13;56;28.02.2026
OK-606;Frankfurt;Arrival;101;53;193;01.04.2026
AF-508;Warsaw;Arrival;161;94;90;22.06.2026
BA-437;Amsterdam;Arrival;120;16;72;29.10.2025
OS-655;Munich;Departure;81;0;56;28.12.2025
KL-940;Prague;Departure;191;0;184;09.03.2026
AF-961;Amsterdam;Departure;41;0;175;17.01.2026
LH-710;Amsterdam;Arrival;74;8;143;02.04.2026
LO-517;Prague;Arrival;196;0;183;01.01.2026
